rating	date	variation	verified_reviews	feedback
5	29-Jul-18	Sandstone Fabric 	"Awesome life changer! Seriously, I am able to start my morning with Alexa, by having her &#34;wake&#34;me up with  her alarm and then playing me some music. She has gotten used to my voice, that I can be in another room and she will &#34;listen&#34; to what I say. I love both my echos!!! Don't hesitate, get one and for the price, the speaker is unbelievable. I am buying the cordless holder, so I can take the echo anywhere. Love my purchase and love alexa!!!!"	1
2	29-Jul-18	Sandstone Fabric 	"I am not super impressed with Alexa. When my Prime lapsed, she wouldn't play anything. She isn't smart enough to differentiate among spotify accounts so we can't use it for that either. She randomly speaks up when nobody is talking to her. Just today I unplugged her...not sure I'll ever use my Alexa again."	0
5	29-Jul-18	Charcoal Fabric 	I like everything about it !!!	1
5	29-Jul-18	Heather Gray Fabric 	Liked 100%	1
5	29-Jul-18	Charcoal Fabric 	Never had ANY issue with buying use electronics as long as I get the GOOD or LIKE NEW. Just read the comment to see why it is used.	1
5	29-Jul-18	Charcoal Fabric 	Our family really loves this new Echo	1
5	29-Jul-18	Heather Gray Fabric 	bought for my wife she loves it	1
5	29-Jul-18	Charcoal Fabric 	Fun just got it today now my I pod will go in my car and I will use this is the house.	1
4	29-Jul-18	Sandstone Fabric 	Like it to do more	1
5	29-Jul-18	Sandstone Fabric 	"This is our third echo. Worth every penny. It's like having 3 household employees for a small flat rate. We keep them in the bedrooms and the living room. We can drop-in and use them as an intercom, listen to music, answer quick questions, alarms to wake up for school, etc."	1
5	29-Jul-18	Charcoal Fabric 	Listen music and set timer	1
5	29-Jul-18	Sandstone Fabric 	I received the echo in perfect condition. The device was easy to set up and responds quickly and without any issues. Alexa is a great addition to our family!	1
5	29-Jul-18	Charcoal Fabric 	Good sound. Like it for music and scheduling. Like that i can get random thoughts recorded while I think about them. The jokes are cute!	1
5	29-Jul-18	Charcoal Fabric 	Purchased this for myself and am just beginning to learn all that it can do.  So far am very pleased and amazed at the different actions it can perform.  Am enjoying it and looking forward to learning more about other options it provides.	1
5	29-Jul-18	Sandstone Fabric 	"This echo is just as great as my others, even though it is smaller."	1
5	29-Jul-18	Charcoal Fabric 	Funny how you buy something just because it looks fun and it winds up being a totally useful part of your home!!!  Loving it!!	1
3	29-Jul-18	Charcoal Fabric 	"I bought this to replace a &#34;Dot&#34; in my living room. Speaker is slightly better. It hears me better over the TV. Unfortunately, it doesn't understand or respond to my requests as well as the Dot. I frequently have to request 2 or 3 times to get it to do what I want. The Dot usually does exactly what I want on the first request. I don't consider it an upgrade."	1
5	29-Jul-18	Charcoal Fabric 	"I have had all good experience, so far with the second generation Echo. There are so many more things to learn, but I have not had the time yet. Right now, I am mostly enjoying the music, weather updates, using the alarm feature, and her personality. I have also purchased some mini smart socket yes. I am very excited to begin using them"	1
5	29-Jul-18	Charcoal Fabric 	"I’m having trouble connecting my tv to it, but I’m not exactly tech smart. I’m sure one of my grandsons will figure it out for me. So far I’ve been using it mostly for music."	1
5	29-Jul-18	Charcoal Fabric 	Simply love my Echo. I hardly watch any TV at all anymore. I'm too busy listening to music. Speaker is pretty goo for its size. All the fun skills really make the echo fun for my whole family.	1
5	29-Jul-18	Charcoal Fabric 	Enjoyed entire echo experience	1
4	29-Jul-18	Charcoal Fabric 	Easy to set up.	1
4	29-Jul-18	Charcoal Fabric 	"The Echo is an amazing device.  Many times it seems very intuitive.  But at other times I ask for something that seems clear and simple and get no result.  Installation was fairly straightforward, but I messed up several times simply because I thought a step was complete when it wasn't.  This actually made me lose ground until I figured that out.  My advice is to be patient; the app will let you know when you can move on to the next step.My biggest issue of the moment is that we have several Echo devices in our home and I would like to use them as intercoms (which I am told can be done).  However, I can't make any of the Echos aware of the others existence.  When I ask Alexa how to do this she answers about instructions how to change her name.  I know this is likely my fault, but I would think the designers would anticipate this and make it easier to find the needed instructions.  A small deal for many device savvy people, but a challenge for me."	1
5	29-Jul-18	Heather Gray Fabric 	We are loving Ours very much	1
5	29-Jul-18	Heather Gray Fabric 	"I have the original Alexa and the Tap and so far the 2nd generation is the best. I'm happy to see they are making improvements with each new one.It would be great to have updates to our little A.I.'s, I think it would help out a lot with the bugs in it. All in all I am very happy with her and I can now play music throughout the whole house and adjust the bass and treble. Thank you"	1
5	29-Jul-18	Charcoal Fabric 	"Very pleased with the Echo 2nd Generation. It is so nice to have Alexa available for music, weather, news, and probably a lot more we haven’t discovered."	1
4	29-Jul-18	Heather Gray Fabric 	"I am pleasantly surprised by the sound quality of the Echo. If you are a big fan of deep bass, this might not be sufficient for you though. The potential to control your home is an option I will explore more as I evolve my home into a ""smart home"". The voice recognition is very impressive. It is stylish and fun. I have no regrets with this purchase. It is great for technically changes people. Ask it to play a song or a movie and it responds instantly. If you have an elderly loved one, this would be a great gift. Once connected to wifi, it is very simple to use.  If you want unlimited music control, be sure to have amazon prime or premium spotify and you will be blown away with your personal dj! You can even have conversations with the echo. I am not embarrassed to say, that echo has made me laugh a couple times when I ask it to tell me a joke. It tells me where my packages are since I am an amazon prime addict, it comes in extremely  handy!"	1
5	29-Jul-18	Heather Gray Fabric 	Easy to setup. Love all the things she does.	1
5	29-Jul-18	Heather Gray Fabric 	Have Alexa throughout the house----the future has arrived!	1
5	29-Jul-18	Charcoal Fabric 	"I already have an Alexa and with Amazon find today I could not resist getting an echo also. It is the best thing I ever did, I use them on each side of the house! And couldn't be happier!"	1
5	29-Jul-18	Sandstone Fabric 	Arrived as expected.	1
5	29-Jul-18	Charcoal Fabric 	"Bought this a few weeks ago -  everything about this product is excellent !!!!! Don't forget to buy a charger when ordering, it's a must have to take outside by the pool and not have to worry about hiring an electrician to put in outlets all over the yard."	1
4	29-Jul-18	Charcoal Fabric 	Terrific	1
5	29-Jul-18	Oak Finish 	Love my Echo	1
5	29-Jul-18	Charcoal Fabric 	It’s smaller than the original. Looks nicer too.	1
5	29-Jul-18	Heather Gray Fabric 	Works great!	1
5	29-Jul-18	Charcoal Fabric 	"My husband and I are what I would call &#34;late adopters&#34; when it come to technology, but we decide we would try and Echo to serve primarily as a music source.  Wow, were we amazed and the great sound!  We've also been having a great time listening to all of our favorite songs buy just asking Alexa.  I may even buy one for my elderly Dad - I think he will enjoy having one to listen to music or even place his calls to us!"	1
5	29-Jul-18	Charcoal Fabric 	"I really have enjoyed it.  Changing the Directv channels, plays iHeartRadio and Pandora , adjusts the ac thermostat and turns the living room lights and outside lights."	1
5	29-Jul-18	Charcoal Fabric 	I have been wanting one of these for a while now.  Bought on Prime Day and absolutely love it.	1
5	29-Jul-18	Charcoal Fabric 	We are so glad that we got the Echo over a Bluetooth speaker. Alexa does so much more stuff than other non smart speakers out there. I personally love the timer feature. It has helped me with cooking multiple things simultaneously. Pandora integration is another feature that I use daily. So happy with out Prime Day purchase. I will get the Echo hub and a few more Echo dots in the future.	1
5	29-Jul-18	Charcoal Fabric 	See subject line.  Love it	1
5	29-Jul-18	Heather Gray Fabric 	Love it!	1
5	29-Jul-18	Heather Gray Fabric 	Very easy setup.	1
5	29-Jul-18	Heather Gray Fabric 	"I was hesitant to buy the echo because I have the echo Dot and it seems good enough. The echo is the same except the sound quality, which I really didn't feel I needed. However, I am so glad I got it. What a difference! The sound really is far superior to the Echo Dot! Now I can listen to The Greatest Showman with a little more power!"	1
5	29-Jul-18	Sandstone Fabric 	Sound quality is great. Still learning about all the different things I can do with it. FUN!!!	1
5	29-Jul-18	Charcoal Fabric 	Got a good deal and works great with Prime.  Setup was a bit of a pain but more the fault of crappy internet service.  Has worked great with nice sound from small speaker.	1
5	29-Jul-18	Charcoal Fabric 	I love it!!	1
5	29-Jul-18	Charcoal Fabric 	Works great! Perfect for my office!	1
5	29-Jul-18	Heather Gray Fabric 	Love it--- have one inside house and one by our pool now . Just as good as Bose speakers around house -	1
5	29-Jul-18	Sandstone Fabric 	easy to use--amazing	1
5	29-Jul-18	Charcoal Fabric 	Nice product A+	1
5	29-Jul-18	Charcoal Fabric 	We love our Echo! We were totally amazed at the speaker quality. Only bummed we didn’t buy two since we got it on Prime day!	1
5	29-Jul-18	Sandstone Fabric 	Very responsive. Great sound quality for its size.	1
5	29-Jul-18	Charcoal Fabric 	It's so efficient and amazing!  How COOL!  We all use it often every day...	1
4	29-Jul-18	Charcoal Fabric 	"I’m impressed with the quality of sound that the Echo has, it’s definitely comparable to my Bose Mini. I only gave 4 stars because I can’t use my Apple Music account."	1
5	29-Jul-18	Charcoal Fabric 	Technology in such a small device. The price was good too! The sound is amazing! A must have feature for any home!	1
5	29-Jul-18	Charcoal Fabric 	Mainly use it for the music but I’m learning more all the time.  Really nothing bad to say about it	1
5	29-Jul-18	Charcoal Fabric 	"I replaced my 1st gen, was concerned about a smaller unit not having the same sound...I was wrong.  If anything it's the same volume, and more clear.  Good product."	1
5	29-Jul-18	Charcoal Fabric 	Great addition to my Echo Plus!	1
5	29-Jul-18	Charcoal Fabric 	the best	1
5	29-Jul-18	Heather Gray Fabric 	Love the feature to play music in every room with multiple Echos.	1
5	29-Jul-18	Heather Gray Fabric 	I love Alexa!  I am surprised how much I use her.	1
5	29-Jul-18	Charcoal Fabric 	I use this product for enjoyment and I just love it	1
5	29-Jul-18	Sandstone Fabric 	Easy to use and has great sound...It was a great purchase at a great price.	1
5	29-Jul-18	Charcoal Fabric 	Very easy to set up and have no issues.	1
5	29-Jul-18	Charcoal Fabric 	This unit add much pleasure to our Echo Plus.  We now can have music and information through our home. (or just in one room)	1
4	29-Jul-18	Heather Gray Fabric 	It's extremely useful in simple things like spotify and audible and things like that but sometimes it doesn't answer everything I ask but it's still nice to use.	1
2	29-Jul-18	Charcoal Fabric 	Too difficult to set up.  It keeps timing out before you can enter the password	0
5	29-Jul-18	Charcoal Fabric 	"Just getting use to using the Echo. Used it for shopping lists, listening to music and as a timer. Working great so far."	1
5	29-Jul-18	Heather Gray Fabric 	Very cool and lots of fun! Used for a week and still learning its capabilities.	1
5	29-Jul-18	Heather Gray Fabric 	"Love it, love it!!!!!!!!"	1
5	29-Jul-18	Heather Gray Fabric 	Love it but having a hard time setting up all the apps	1
5	29-Jul-18	Charcoal Fabric 	I use it in my office and another at my apartment for music and information	1
